毛利率,流通股,净资产,净利润,流值,每股未分配利润,PE(动),链接,同比,收益(三),负债率,总股本,code,名称,ROE,总值,市净率,净利率,营收,上市时间
20.51%,4.11亿,3.223,8350万,40.26亿,1.506元,36.34,http://quote.eastmoney.com/sz000032.html,43.61%,0.202,30.72%,4.13亿,000032,深桑达A,5.33%,40.45亿,3.04,7.59%,11.67亿,1993-10-28
4.45%,4.05亿,5.621,3.44亿,61.44亿,0.867元,21.61,http://quote.eastmoney.com/sz000034.html,10.13%,0.527,85.13%,6.54亿,000034,神州数码,9.81%,99.22亿,2.70,0.65%,533.5亿,1994-05-09
36.12%,12.81亿,3.933,1.67亿,69.05亿,0.436元,59.16,http://quote.eastmoney.com/sz000035.html,18.76%,0.068,61.66%,24.39亿,000035,中国天楹,5.31%,131.4亿,1.37,12.54%,13.67亿,1994-04-08
73.70%,11.36亿,4.022,7.38亿,72.95亿,2.504元,7.45,http://quote.eastmoney.com/sz000036.html,-31.71%,0.647,53.45%,11.41亿,000036,华联控股,15.45%,73.28亿,1.60,29.14%,27.11亿,1994-06-17
9.18%,3.39亿,3.281,3718万,33.65亿,1.157元,233.15,http://quote.eastmoney.com/sz000037.html,1825.67%,0.032,35.91%,6.03亿,000037,深南电A,1.88%,59.85亿,3.03,2.06%,16.20亿,1994-07-01
16.41%,1.80亿,10.33,2.20亿,26.18亿,1.012元,25.94,http://quote.eastmoney.com/sz000038.html,-17.42%,0.421,7.92%,5.23亿,000038,深大通,4.07%,76.12亿,1.41,10.46%,20.98亿,1994-08-08
14.91%,12.68亿,10.83,23.17亿,169.2亿,7.050元,12.90,http://quote.eastmoney.com/sz000039.html,76.96%,0.776,70.30%,29.85亿,000039,中集集团,7.17%,398.5亿,1.23,4.26%,669.1亿,1994-04-08
17.77%,10.60亿,9.944,14.05亿,97.23亿,1.634元,7.28,http://quote.eastmoney.com/sz000040.html,334.40%,0.945,55.96%,14.87亿,000040,东旭蓝天,11.55%,136.3亿,0.92,26.67%,52.94亿,1994-08-08
45.89%,6.62亿,10.64,7.58亿,84.81亿,5.086元,8.43,http://quote.eastmoney.com/sz000042.html,209.73%,1.140,83.21%,6.65亿,000042,中洲控股,11.24%,85.16亿,1.20,10.62%,70.80亿,1994-09-21
22.26%,6.67亿,7.415,8.31亿,59.88亿,5.126元,5.41,http://quote.eastmoney.com/sz000043.html,1257.88%,1.246,71.05%,6.67亿,000043,中航善达,18.15%,59.89亿,1.21,20.25%,40.09亿,1994-09-28
8.17%,4.57亿,4.720,1227万,35.14亿,-0.039元,240.35,http://quote.eastmoney.com/sz000045.html,-63.59%,0.024,21.76%,5.11亿,000045,深纺织A,0.51%,39.32亿,1.63,0.06%,10.72亿,1994-08-15
55.19%,51.75亿,4.074,18.17亿,364.9亿,1.634元,15.12,http://quote.eastmoney.com/sz000046.html,48.70%,0.350,85.87%,51.96亿,000046,泛海控股,8.71%,366.3亿,1.73,76.03%,24.92亿,1994-09-12
28.18%,3.85亿,2.814,8930万,77.08亿,1.542元,65.64,http://quote.eastmoney.com/sz000048.html,290.91%,0.229,74.05%,3.91亿,000048,*ST康达,8.47%,78.15亿,7.11,6.21%,16.40亿,1994-11-01
8.16%,2.05亿,7.925,2.75亿,70.48亿,6.582元,19.26,http://quote.eastmoney.com/sz000049.html,47.38%,1.338,77.80%,2.05亿,000049,德赛电池,18.14%,70.48亿,4.33,3.02%,116.9亿,1995-03-20
15.46%,18.20亿,12.84,12.75亿,324.8亿,1.953元,21.50,http://quote.eastmoney.com/sz000050.html,-11.14%,0.623,56.53%,20.48亿,000050,深天马A,4.98%,365.6亿,1.39,5.87%,217.4亿,1995-03-15
64.81%,9.04亿,4.594,1.52亿,51.24亿,1.975元,32.91,http://quote.eastmoney.com/sz000056.html,-6.08%,0.129,55.42%,11.75亿,000056,皇庭国际,2.81%,66.64亿,1.23,26.91%,6.85亿,1996-07-08
31.16%,5.38亿,1.601,1.38亿,41.64亿,0.362元,51.95,http://quote.eastmoney.com/sz000058.html,99.54%,0.112,58.08%,12.36亿,000058,深赛格,7.09%,95.64亿,4.83,13.79%,14.45亿,1996-12-26
19.40%,15.99亿,8.239,10.59亿,112.0亿,3.035元,7.93,http://quote.eastmoney.com/sz000059.html,-13.88%,0.662,54.05%,15.99亿,000059,华锦股份,9.46%,112.0亿,0.85,4.35%,253.7亿,1997-01-30
11.47%,35.68亿,2.874,7.70亿,183.4亿,1.272元,17.88,http://quote.eastmoney.com/sz000060.html,-10.80%,0.216,45.71%,35.70亿,000060,中金岭南,7.60%,183.5亿,1.79,4.64%,169.7亿,1997-01-23
39.42%,16.95亿,2.814,4723万,101.0亿,0.104元,160.59,http://quote.eastmoney.com/sz000061.html,1655.20%,0.028,66.21%,16.97亿,000061,农产品,0.99%,101.1亿,2.12,5.76%,16.99亿,1997-01-10
16.30%,7.06亿,6.285,5.19亿,152.2亿,3.479元,22.47,http://quote.eastmoney.com/sz000062.html,61.77%,0.720,52.40%,7.21亿,000062,深圳华强,11.86%,155.5亿,3.43,6.99%,82.19亿,1997-01-30
32.30%,34.34亿,5.419,-72.60亿,1044亿,1.643元,-,http://quote.eastmoney.com/sz000063.html,-285.93%,-1.732,72.33%,41.93亿,000063,中兴通讯,-27.22%,1275亿,5.61,-12.44%,587.7亿,1997-11-18
16.44%,6.29亿,5.439,4.41亿,61.01亿,2.890元,9.41,http://quote.eastmoney.com/sz000065.html,26.78%,0.773,62.02%,7.70亿,000065,北方国际,11.47%,74.64亿,1.78,7.07%,65.21亿,1998-06-05
17.32%,24.91亿,2.057,2.08亿,209.2亿,0.634元,88.93,http://quote.eastmoney.com/sz000066.html,-30.47%,0.071,53.61%,29.36亿,000066,中国长城,3.26%,246.6亿,4.08,3.79%,62.71亿,1997-06-26
33.95%,10.07亿,0.603,-4847万,66.14亿,-1.739元,-,http://quote.eastmoney.com/sz000068.html,-489.78%,-0.048,69.05%,10.07亿,000068,华控赛格,-7.67%,66.14亿,10.89,-36.28%,1.36亿,1997-06-11
60.88%,69.98亿,6.576,50.90亿,482.8亿,4.562元,8.34,http://quote.eastmoney.com/sz000069.html,7.60%,0.620,74.36%,82.04亿,000069,华侨城A,9.54%,566.1亿,1.05,21.92%,245.5亿,1997-09-10
14.93%,6.00亿,3.387,1.64亿,92.63亿,1.123元,44.17,http://quote.eastmoney.com/sz000070.html,-4.40%,0.262,64.12%,6.27亿,000070,特发信息,8.00%,96.75亿,4.56,4.67%,40.27亿,2000-05-11
12.62%,18.57亿,2.262,4.32亿,87.08亿,0.363元,22.50,http://quote.eastmoney.com/sz000078.html,5.08%,0.156,79.95%,27.63亿,000078,海王生物,7.54%,129.6亿,2.07,2.21%,278.2亿,1998-12-18
51.04%,19.42亿,3.469,2.98亿,125.1亿,1.532元,19.66,http://quote.eastmoney.com/sz000088.html,5.13%,0.246,24.75%,19.42亿,000088,盐田港,4.66%,125.1亿,1.86,111.18%,2.93亿,1997-07-28
30.52%,20.51亿,5.630,5.76亿,193.2亿,2.876元,25.15,http://quote.eastmoney.com/sz000089.html,14.56%,0.281,14.86%,20.51亿,000089,深圳机场,5.06%,193.2亿,1.67,22.04%,26.63亿,1998-04-20
17.82%,14.37亿,4.379,1.75亿,85.95亿,1.397元,36.94,http://quote.eastmoney.com/sz000090.html,-67.91%,0.121,78.58%,14.37亿,000090,天健集团,2.65%,85.95亿,1.37,3.69%,46.43亿,1999-07-21
9.40%,5.11亿,4.694,9611万,57.83亿,2.310元,41.07,http://quote.eastmoney.com/sz000096.html,-19.95%,0.207,6.30%,5.28亿,000096,广聚能源,3.97%,59.77亿,2.41,7.96%,12.48亿,2000-07-24
24.35%,6.06亿,4.993,8801万,47.27亿,1.923元,40.29,http://quote.eastmoney.com/sz000099.html,4.79%,0.145,42.37%,6.06亿,000099,中信海直,2.95%,47.27亿,1.56,9.79%,9.89亿,2000-07-31
17.79%,127.9亿,2.206,24.90亿,498.7亿,0.717元,15.92,http://quote.eastmoney.com/sz000100.html,30.62%,0.184,68.52%,135.5亿,000100,TCL集团,8.65%,528.4亿,1.77,3.50%,822.4亿,2004-01-30
36.32%,5.76亿,3.890,2.06亿,74.78亿,1.824元,29.69,http://quote.eastmoney.com/sz000150.html,35.44%,0.328,69.96%,6.27亿,000150,宜华健康,8.71%,81.44亿,3.34,14.00%,16.74亿,2000-08-07
15.72%,2.67亿,3.319,6600万,35.16亿,0.332元,44.36,http://quote.eastmoney.com/sz000151.html,0.48%,0.223,59.37%,2.96亿,000151,中成股份,6.69%,39.04亿,3.97,7.54%,8.76亿,2000-09-06
37.24%,3.12亿,4.076,5644万,21.09亿,1.181元,28.04,http://quote.eastmoney.com/sz000153.html,-6.48%,0.181,57.03%,3.12亿,000153,丰原药业,4.50%,21.10亿,1.66,2.53%,22.31亿,2000-09-20
9.79%,9.37亿,2.334,-1549万,43.67亿,-1.408元,-,http://quote.eastmoney.com/sz000155.html,-109.01%,-0.012,47.94%,12.70亿,000155,川能动力,-0.51%,59.18亿,2.00,1.74%,29.01亿,2000-09-26
40.23%,12.80亿,7.345,4.83亿,139.8亿,1.749元,24.32,http://quote.eastmoney.com/sz000156.html,2.18%,0.337,27.73%,14.33亿,000156,华数传媒,4.60%,156.5亿,1.49,20.12%,23.99亿,2000-09-06
26.37%,62.92亿,4.806,13.03亿,269.9亿,1.896元,19.28,http://quote.eastmoney.com/sz000157.html,1.60%,0.167,56.15%,78.09亿,000157,中联重科,3.41%,335.0亿,0.89,6.12%,210.4亿,2000-10-12
9.94%,16.24亿,3.609,3972万,115.5亿,0.714元,221.90,http://quote.eastmoney.com/sz000158.html,-39.28%,0.024,52.90%,16.53亿,000158,常山北明,0.66%,117.5亿,1.97,0.68%,55.52亿,2000-07-24
19.99%,4.81亿,4.409,2683万,25.38亿,2.390元,70.94,http://quote.eastmoney.com/sz000159.html,150.42%,0.056,22.41%,4.81亿,000159,国际实业,1.28%,25.38亿,1.20,4.80%,4.81亿,2000-09-26
15.66%,12.18亿,3.169,6.50亿,72.24亿,0.563元,27.56,http://quote.eastmoney.com/sz000301.html,-38.06%,0.161,43.68%,40.29亿,000301,东方盛虹,8.63%,238.9亿,1.87,4.85%,134.0亿,2000-05-29
27.26%,64.43亿,12.58,179.0亿,3001亿,8.746元,12.86,http://quote.eastmoney.com/sz000333.html,19.35%,2.717,64.16%,65.89亿,000333,美的集团,22.65%,3069亿,3.70,9.28%,2058亿,2013-09-18
21.64%,42.44亿,4.530,60.01亿,443.1亿,3.655元,10.35,http://quote.eastmoney.com/sz000338.html,30.37%,0.756,69.92%,79.34亿,000338,潍柴动力,16.47%,828.3亿,2.30,6.81%,1182亿,2007-04-30
17.78%,10.08亿,7.647,1.55亿,118.6亿,5.306元,57.23,http://quote.eastmoney.com/sz000400.html,-48.42%,0.154,43.30%,10.08亿,000400,许继电气,2.03%,118.6亿,1.54,4.77%,41.60亿,1997-04-18
30.87%,13.47亿,8.443,14.15亿,210.7亿,3.178元,11.17,http://quote.eastmoney.com/sz000401.html,111.70%,1.050,63.84%,13.48亿,000401,冀东水泥,13.03%,210.8亿,1.85,10.21%,221.2亿,1996-06-14
47.30%,29.88亿,9.948,10.41亿,236.9亿,5.927元,17.08,http://quote.eastmoney.com/sz000402.html,-27.91%,0.348,76.18%,29.89亿,000402,金融街,3.53%,237.0亿,0.80,14.07%,86.90亿,1996-06-26
53.41%,2.71亿,2.341,8039万,74.09亿,0.700元,69.43,http://quote.eastmoney.com/sz000403.html,91.56%,0.295,52.51%,2.73亿,000403,振兴生化,13.50%,74.41亿,11.66,12.29%,6.34亿,1996-06-28
11.55%,6.93亿,4.506,6268万,34.30亿,1.228元,41.22,http://quote.eastmoney.com/sz000404.html,-47.75%,0.090,58.02%,6.96亿,000404,长虹华意,1.97%,34.45亿,1.10,2.14%,67.58亿,1996-06-19
16.84%,7.46亿,2.574,9036万,34.37亿,0.273元,33.68,http://quote.eastmoney.com/sz000407.html,12.31%,0.103,56.23%,8.80亿,000407,胜利股份,4.07%,40.57亿,1.79,4.50%,31.50亿,1996-07-03
75.71%,4.47亿,3.665,7.53亿,57.70亿,1.901元,25.65,http://quote.eastmoney.com/sz000408.html,11.57%,0.378,12.19%,19.94亿,000408,藏格控股,10.85%,257.6亿,3.53,41.06%,18.35亿,1996-06-28
2.89%,4.06亿,1.938,5146万,20.28亿,-0.341元,37.23,http://quote.eastmoney.com/sz000409.html,140.40%,0.101,52.37%,5.11亿,000409,*ST地矿,6.05%,25.55亿,2.58,14.06%,9.68亿,1996-06-27
26.60%,7.40亿,0.902,-1.75亿,60.26亿,-2.024元,-,http://quote.eastmoney.com/sz000410.html,77.58%,-0.229,96.07%,7.65亿,000410,沈阳机床,-22.56%,62.31亿,9.02,-5.04%,42.05亿,1996-07-18
6.51%,2.07亿,4.411,7485万,28.17亿,3.134元,28.25,http://quote.eastmoney.com/sz000411.html,23.97%,0.361,78.20%,2.07亿,000411,英特集团,8.51%,28.19亿,3.08,1.15%,152.7亿,1996-07-16
18.75%,48.64亿,5.528,13.15亿,325.4亿,0.685元,21.86,http://quote.eastmoney.com/sz000413.html,24.60%,0.230,51.78%,57.30亿,000413,东旭光电,4.19%,383.4亿,1.21,7.85%,172.6亿,1996-09-25
37.96%,35.48亿,5.741,24.36亿,166.4亿,1.592元,8.93,http://quote.eastmoney.com/sz000415.html,30.05%,0.394,86.59%,61.85亿,000415,渤海租赁,7.26%,290.1亿,0.82,8.72%,293.7亿,1996-07-16
98.83%,5.32亿,1.629,1573万,28.23亿,0.490元,134.63,http://quote.eastmoney.com/sz000416.html,-41.42%,0.030,2.42%,5.32亿,000416,民生控股,1.79%,28.24亿,3.26,238.47%,749.7万,1996-07-19
18.63%,7.79亿,4.765,1.72亿,40.74亿,2.361元,17.83,http://quote.eastmoney.com/sz000417.html,-32.14%,0.220,57.05%,7.80亿,000417,合肥百货,4.62%,40.79亿,1.10,2.70%,78.83亿,1996-08-12
26.19%,4.39亿,12.31,13.47亿,238.9亿,8.701元,19.15,http://quote.eastmoney.com/sz000418.html,17.85%,2.130,53.43%,6.32亿,000418,小天鹅A,18.15%,343.9亿,4.42,8.63%,174.2亿,1997-03-28
21.35%,5.43亿,5.508,1.10亿,27.98亿,1.865元,19.05,http://quote.eastmoney.com/sz000419.html,16.63%,0.203,36.86%,5.44亿,000419,通程控股,5.10%,27.99亿,0.93,4.82%,27.72亿,1996-08-16
16.97%,16.63亿,1.479,1.28亿,43.07亿,-0.323元,29.91,http://quote.eastmoney.com/sz000420.html,54.44%,0.065,60.71%,19.71亿,000420,吉林化纤,4.49%,51.04亿,1.75,6.86%,19.45亿,1996-08-02
23.58%,5.73亿,4.419,1.19亿,30.01亿,2.453元,18.91,http://quote.eastmoney.com/sz000421.html,31.65%,0.208,68.11%,5.73亿,000421,南京公用,4.75%,30.01亿,1.19,7.02%,24.27亿,1996-08-06
18.16%,8.98亿,0.198,3.35亿,34.30亿,-3.532元,7.69,http://quote.eastmoney.com/sz000422.html,127.19%,0.373,91.12%,8.98亿,000422,*ST宜化,36.11%,34.30亿,19.31,3.90%,101.6亿,1996-08-15
64.35%,6.54亿,16.01,12.25亿,299.5亿,13.171元,18.34,http://quote.eastmoney.com/sz000423.html,-1.73%,1.873,14.16%,6.54亿,000423,东阿阿胶,12.06%,299.5亿,2.86,27.95%,43.84亿,1996-07-29
17.92%,69.94亿,3.187,15.08亿,290.2亿,1.433元,16.17,http://quote.eastmoney.com/sz000425.html,93.85%,0.193,52.51%,78.34亿,000425,徐工机械,6.38%,325.1亿,1.30,4.44%,340.8亿,1996-08-28
64.25%,13.30亿,3.111,5.67亿,90.74亿,0.869元,16.85,http://quote.eastmoney.com/sz000426.html,41.39%,0.304,40.00%,18.69亿,000426,兴业矿业,9.95%,127.4亿,2.19,31.78%,17.85亿,1996-08-28
53.72%,10.19亿,2.753,-2.06亿,32.40亿,0.262元,-,http://quote.eastmoney.com/sz000428.html,-38.64%,-0.202,61.79%,10.19亿,000428,华天酒店,-7.61%,32.40亿,1.16,-40.26%,7.05亿,1996-08-08
65.76%,4.69亿,4.585,12.20亿,40.46亿,1.776元,8.07,http://quote.eastmoney.com/sz000429.html,-4.49%,0.802,40.03%,20.91亿,000429,粤高速A,13.50%,180.4亿,1.88,58.98%,23.87亿,1998-02-20
37.36%,3.32亿,3.976,5477万,20.20亿,0.750元,33.76,http://quote.eastmoney.com/sz000430.html,-22.46%,0.135,34.88%,4.05亿,000430,张家界,3.47%,24.65亿,1.53,14.85%,3.66亿,1996-08-29
32.89%,16.58亿,6.040,24.81亿,113.4亿,3.154元,6.01,http://quote.eastmoney.com/sz000488.html,-8.50%,0.854,74.76%,29.05亿,000488,晨鸣纸业,8.76%,198.7亿,1.13,10.71%,234.9亿,2000-11-20
8.20%,4.41亿,4.432,3.51亿,25.87亿,2.495元,7.38,http://quote.eastmoney.com/sz000498.html,-14.63%,0.597,77.13%,11.20亿,000498,山东路桥,8.38%,65.75亿,1.32,3.43%,103.7亿,1997-06-09
21.90%,6.77亿,10.37,7.83亿,77.43亿,6.129元,8.42,http://quote.eastmoney.com/sz000501.html,-10.58%,1.018,62.29%,7.69亿,000501,鄂武商A,10.30%,87.90亿,1.10,6.05%,129.3亿,1992-11-20
18.41%,1.83亿,0.913,4199万,14.91亿,-0.248元,26.84,http://quote.eastmoney.com/sz000502.html,172.28%,0.227,52.64%,1.85亿,000502,绿景控股,27.99%,15.03亿,8.90,314.42%,1313万,1992-11-23
-112.44%,8.99亿,1.453,-1.13亿,183.2亿,0.558元,-,http://quote.eastmoney.com/sz000503.html,26.66%,-0.126,2.60%,8.99亿,000503,国新健康,-8.58%,183.2亿,14.03,-248.49%,4662万,1992-11-30
66.78%,3.11亿,0.006,-2301万,43.37亿,-1.560元,-,http://quote.eastmoney.com/sz000504.html,-12.29%,-0.074,68.24%,3.12亿,000504,南华生物,-175.15%,43.50亿,2466.75,-41.84%,5578万,1992-12-08
9.04%,4.06亿,3.214,1.02亿,26.07亿,-0.287元,32.29,http://quote.eastmoney.com/sz000505.html,0.42%,0.149,50.61%,6.86亿,000505,京粮控股,4.75%,44.03亿,2.00,2.34%,55.39亿,1992-12-21
9.28%,9.29亿,1.116,889.1万,33.06亿,-0.038元,278.98,http://quote.eastmoney.com/sz000506.html,106.37%,0.010,56.78%,9.29亿,000506,中润资源,0.87%,33.07亿,3.19,-0.78%,3.02亿,1993-03-12
20.91%,7.72亿,3.623,1.43亿,60.15亿,1.442元,32.21,http://quote.eastmoney.com/sz000507.html,27.90%,0.181,52.90%,7.90亿,000507,珠海港,5.11%,61.51亿,2.15,9.43%,17.17亿,1993-03-26
1.45%,8.25亿,0.067,-830.9万,27.90亿,-1.244元,-,http://quote.eastmoney.com/sz000509.html,46.22%,-0.010,77.35%,8.25亿,000509,华塑控股,-16.08%,27.90亿,50.31,-0.54%,11.93亿,1993-05-07
15.57%,5.49亿,1.503,8444万,27.91亿,0.270元,27.49,http://quote.eastmoney.com/sz000510.html,113.93%,0.139,38.91%,6.09亿,000510,金路集团,9.43%,30.95亿,3.38,5.29%,16.22亿,1993-05-07
62.64%,4.58亿,14.88,9.40亿,160.7亿,10.946元,20.12,http://quote.eastmoney.com/sz000513.html,-77.86%,1.307,25.89%,7.19亿,000513,丽珠集团,8.69%,252.2亿,2.36,15.03%,68.41亿,1993-10-28
24.14%,8.44亿,3.532,1176万,37.46亿,0.940元,238.94,http://quote.eastmoney.com/sz000514.html,-82.51%,0.014,47.04%,8.44亿,000514,渝开发,0.39%,37.46亿,1.26,6.92%,3.90亿,1993-07-12
20.91%,19.33亿,2.949,22.32亿,116.2亿,1.740元,3.98,http://quote.eastmoney.com/sz000516.html,1121.50%,1.132,10.65%,19.71亿,000516,国际医学,46.66%,118.5亿,2.04,126.08%,18.16亿,1993-08-09
37.69%,30.36亿,1.428,4.07亿,89.86亿,0.935元,17.35,http://quote.eastmoney.com/sz000517.html,-15.01%,0.128,79.68%,31.84亿,000517,荣安地产,9.26%,94.24亿,2.07,17.11%,23.25亿,1993-08-06
75.44%,10.30亿,0.602,-939.2万,47.36亿,-0.471元,-,http://quote.eastmoney.com/sz000518.html,-127.94%,-0.009,26.57%,10.30亿,000518,四环生物,-1.51%,47.36亿,7.65,-3.07%,2.81亿,1993-09-08
24.70%,7.35亿,5.365,2.62亿,59.70亿,1.428元,32.66,http://quote.eastmoney.com/sz000519.html,885.08%,0.187,22.89%,14.03亿,000519,中兵红箭,3.42%,114.0亿,1.51,8.51%,30.79亿,1993-10-08
21.49%,10.12亿,0.371,5986万,36.94亿,-2.812元,46.28,http://quote.eastmoney.com/sz000520.html,74.83%,0.059,33.98%,10.12亿,000520,长航凤凰,17.28%,36.94亿,9.83,9.28%,6.45亿,1993-10-25
17.25%,8.03亿,4.833,6564万,31.94亿,0.901元,47.50,http://quote.eastmoney.com/sz000521.html,-45.40%,0.063,67.85%,10.45亿,000521,长虹美菱,1.30%,41.57亿,0.82,0.50%,132.5亿,1993-10-18
5.20%,6.27亿,3.003,2102万,32.23亿,0.332元,115.07,http://quote.eastmoney.com/sz000523.html,-6.59%,0.034,70.87%,6.28亿,000523,广州浪奇,1.13%,32.26亿,1.71,0.22%,88.11亿,1993-11-08
15.89%,2.72亿,3.752,1.62亿,21.11亿,0.619元,24.05,http://quote.eastmoney.com/sz000524.html,14.74%,0.242,45.36%,6.70亿,000524,岭南控股,6.32%,51.94亿,2.07,3.24%,52.77亿,1993-11-18
30.99%,5.74亿,9.664,5.41亿,91.10亿,3.089元,12.77,http://quote.eastmoney.com/sz000525.html,3.80%,0.931,54.15%,5.81亿,000525,红太阳,9.53%,92.11亿,1.64,13.14%,41.19亿,1993-10-28
29.04%,9620万,1.428,6830万,23.39亿,-0.229元,25.68,http://quote.eastmoney.com/sz000526.html,7.31%,0.710,96.56%,9620万,000526,紫光学大,65.69%,23.39亿,17.02,2.83%,23.44亿,1993-11-01
22.96%,14.63亿,6.515,7.15亿,107.7亿,2.968元,11.38,http://quote.eastmoney.com/sz000528.html,135.81%,0.485,58.93%,14.74亿,000528,柳工,7.62%,108.5亿,1.13,5.67%,134.7亿,1993-11-18
21.62%,5.70亿,2.563,1.04亿,38.35亿,0.362元,17.63,http://quote.eastmoney.com/sz000529.html,5.74%,0.286,26.45%,5.84亿,000529,广弘控股,7.43%,39.29亿,2.63,7.09%,15.92亿,1993-11-18
16.67%,5.98亿,3.994,7344万,31.80亿,0.882元,45.81,http://quote.eastmoney.com/sz000530.html,-49.47%,0.087,38.98%,8.43亿,000530,大冷股份,2.13%,44.86亿,1.33,4.95%,15.11亿,1993-12-08
18.07%,6.85亿,5.671,7288万,52.89亿,2.906元,54.43,http://quote.eastmoney.com/sz000531.html,-50.97%,0.106,57.18%,6.85亿,000531,穗恒运A,1.86%,52.89亿,1.36,3.76%,23.74亿,1994-01-06
39.45%,3.43亿,2.187,2059万,43.00亿,0.939元,157.18,http://quote.eastmoney.com/sz000532.html,-24.73%,0.060,65.43%,3.45亿,000532,华金资本,2.74%,43.16亿,5.73,6.38%,2.97亿,1994-01-03
2.57%,6.85亿,2.237,-2191万,26.30亿,1.046元,-,http://quote.eastmoney.com/sz000533.html,-191.36%,-0.032,43.26%,6.91亿,000533,顺钠股份,-1.39%,26.53亿,1.72,-0.18%,91.25亿,1994-01-03
59.76%,4.91亿,3.037,1607万,48.74亿,0.861元,227.75,http://quote.eastmoney.com/sz000534.html,22.66%,0.033,43.08%,4.92亿,000534,万泽股份,1.06%,48.79亿,3.27,3.49%,3905万,1994-01-10
12.00%,20.03亿,4.329,-4.61亿,78.53亿,0.012元,-,http://quote.eastmoney.com/sz000536.html,-355.68%,0.000,48.99%,27.66亿,000536,华映科技,-3.75%,108.4亿,0.91,-12.70%,36.36亿,1993-11-26
32.69%,4.06亿,5.631,23.07亿,34.34亿,3.655元,5.12,http://quote.eastmoney.com/sz000537.html,225.09%,1.239,87.45%,18.63亿,000537,广宇发展,18.89%,157.6亿,1.50,15.97%,144.5亿,1993-12-10
30.41%,10.41亿,18.44,27.32亿,875.3亿,15.343元,24.03,http://quote.eastmoney.com/sz000538.html,4.88%,2.624,33.79%,10.41亿,000538,云南白药,14.26%,875.3亿,4.56,13.80%,197.2亿,1993-12-15
12.72%,25.54亿,4.606,9.39亿,114.7亿,1.141元,18.83,http://quote.eastmoney.com/sz000539.html,20.04%,0.179,58.17%,52.50亿,000539,粤电力A,3.92%,235.7亿,0.97,6.52%,209.6亿,1993-11-26
29.58%,65.06亿,2.923,47.31亿,308.4亿,1.644元,5.26,http://quote.eastmoney.com/sz000540.html,185.77%,0.675,71.38%,70.05亿,000540,中天金融,25.83%,332.0亿,1.62,65.75%,71.92亿,1994-02-02
23.80%,10.72亿,3.109,3.24亿,66.48亿,1.170元,20.10,http://quote.eastmoney.com/sz000541.html,-52.30%,0.231,22.66%,13.99亿,000541,佛山照明,6.98%,86.76亿,1.99,11.32%,28.86亿,1993-11-23
5.84%,17.90亿,5.359,3.01亿,102.1亿,1.876元,25.46,http://quote.eastmoney.com/sz000543.html,198.94%,0.168,48.60%,17.90亿,000543,皖能电力,3.05%,102.1亿,1.06,3.78%,95.32亿,1993-12-20
46.12%,5.22亿,5.851,2.71亿,33.23亿,0.600元,17.21,http://quote.eastmoney.com/sz000544.html,0.60%,0.278,23.74%,9.75亿,000544,中原环保,4.91%,62.09亿,1.09,37.65%,7.21亿,1993-12-08
18.69%,9.59亿,2.059,8107万,40.01亿,1.058元,38.07,http://quote.eastmoney.com/sz000545.html,-38.27%,0.082,33.18%,9.87亿,000545,金浦钛业,4.02%,41.15亿,2.03,5.63%,14.41亿,1993-12-15
13.99%,6.61亿,5.231,3.70亿,68.61亿,1.763元,15.05,http://quote.eastmoney.com/sz000546.html,44.34%,0.517,48.03%,7.15亿,000546,金圆股份,10.35%,74.18亿,1.98,7.73%,56.90亿,1993-12-15
43.45%,11.14亿,4.572,2.37亿,118.6亿,0.727元,54.10,http://quote.eastmoney.com/sz000547.html,32.75%,0.148,25.11%,16.06亿,000547,航天发展,4.28%,170.8亿,2.33,16.42%,15.92亿,1993-11-30
56.50%,4.99亿,3.300,2617万,25.46亿,1.117元,72.95,http://quote.eastmoney.com/sz000548.html,-81.05%,0.052,20.47%,4.99亿,000548,湖南投资,1.59%,25.46亿,1.55,10.13%,1.90亿,1993-12-20
14.21%,5.18亿,12.18,2.19亿,110.9亿,9.716元,63.29,http://quote.eastmoney.com/sz000550.html,-66.00%,0.254,51.04%,8.63亿,000550,江铃汽车,1.94%,184.6亿,1.76,1.08%,201.9亿,1993-12-01
23.37%,4.00亿,4.063,8018万,29.57亿,1.499元,27.66,http://quote.eastmoney.com/sz000551.html,6.47%,0.200,48.34%,4.00亿,000551,创元科技,4.88%,29.57亿,1.82,6.18%,22.84亿,1994-01-06
30.12%,15.57亿,3.192,4.93亿,50.15亿,1.037元,11.21,http://quote.eastmoney.com/sz000552.html,32.67%,0.215,26.70%,22.87亿,000552,靖远煤电,6.97%,73.64亿,1.01,15.99%,30.85亿,1994-01-06
33.58%,4.69亿,9.165,25.42亿,52.95亿,2.318元,8.16,http://quote.eastmoney.com/sz000553.html,58.95%,1.039,47.40%,24.47亿,000553,安道麦A,12.31%,276.5亿,1.23,13.41%,189.5亿,1993-12-03
8.07%,3.63亿,1.900,118.8万,21.87亿,0.277元,1831.02,http://quote.eastmoney.com/sz000554.html,-28.45%,0.003,31.22%,4.81亿,000554,泰山石油,0.13%,28.99亿,3.17,0.05%,22.96亿,1993-12-15
18.52%,9.35亿,5.393,2.96亿,131.6亿,1.940元,34.33,http://quote.eastmoney.com/sz000555.html,128.59%,0.308,46.95%,9.63亿,000555,神州信息,5.88%,135.7亿,2.61,4.77%,61.71亿,1994-04-08
