,净利润_2009-12-31,净利润_2010-12-31,净利润_2011-06-30,净利润_2011-12-31,净利润_2012-12-31,净利润_2013-12-31,净利润_2014-09-30,净利润_2014-12-31,净利润_2015-03-31,净利润_2015-06-30,净利润_2015-09-30,净利润_2015-12-31,净利润_2016-03-31,净利润_2016-06-30,净利润_2016-09-30,净利润_2016-12-31,净利润_2017-03-31,净利润_2017-06-30,净利润_2017-09-30,净利润_2017-12-31,净利润_2018-03-31,净利润_2018-06-30,净利润_2018-09-30,净利润_2018-12-31,净利润同比增长_2009-12-31,净利润同比增长_2010-12-31,净利润同比增长_2011-06-30,净利润同比增长_2011-12-31,净利润同比增长_2012-12-31,净利润同比增长_2013-12-31,净利润同比增长_2014-09-30,净利润同比增长_2014-12-31,净利润同比增长_2015-03-31,净利润同比增长_2015-06-30,净利润同比增长_2015-09-30,净利润同比增长_2015-12-31,净利润同比增长_2016-03-31,净利润同比增长_2016-06-30,净利润同比增长_2016-09-30,净利润同比增长_2016-12-31,净利润同比增长_2017-03-31,净利润同比增长_2017-06-30,净利润同比增长_2017-09-30,净利润同比增长_2017-12-31,净利润同比增长_2018-03-31,净利润同比增长_2018-06-30,净利润同比增长_2018-09-30,净利润同比增长_2018-12-31,营收_2009-12-31,营收_2010-12-31,营收_2011-06-30,营收_2011-12-31,营收_2012-12-31,营收_2013-12-31,营收_2014-09-30,营收_2014-12-31,营收_2015-03-31,营收_2015-06-30,营收_2015-09-30,营收_2015-12-31,营收_2016-03-31,营收_2016-06-30,营收_2016-09-30,营收_2016-12-31,营收_2017-03-31,营收_2017-06-30,营收_2017-09-30,营收_2017-12-31,营收_2018-03-31,营收_2018-06-30,营收_2018-09-30,营收_2018-12-31,营收增长同比_2009-12-31,营收增长同比_2010-12-31,营收增长同比_2011-06-30,营收增长同比_2011-12-31,营收增长同比_2012-12-31,营收增长同比_2013-12-31,营收增长同比_2014-09-30,营收增长同比_2014-12-31,营收增长同比_2015-03-31,营收增长同比_2015-06-30,营收增长同比_2015-09-30,营收增长同比_2015-12-31,营收增长同比_2016-03-31,营收增长同比_2016-06-30,营收增长同比_2016-09-30,营收增长同比_2016-12-31,营收增长同比_2017-03-31,营收增长同比_2017-06-30,营收增长同比_2017-09-30,营收增长同比_2017-12-31,营收增长同比_2018-03-31,营收增长同比_2018-06-30,营收增长同比_2018-09-30,营收增长同比_2018-12-31
sz300026,,,,,,,,,,,,,,,1.65亿,1.82亿,1.33亿,1.50亿,1.69亿,-18.4万,1.67亿,1.79亿,1.18亿,,,,,,,,,,,,,,,,-9.04,72.02,5.91,-19.55,2.27,-100.10,25.83,19.27,-30.14,,,,,,,,,,,,,,,,9.66亿,11.5亿,7.33亿,7.11亿,9.45亿,9.85亿,9.64亿,9.99亿,10.7亿,,,,,,,,,,,,,,,,9.95,14.35,-14.51,-20.12,-2.11,-14.66,31.58,40.64,12.77,
sz002019,,,,,,,,,,,,,,,1.72亿,1.68亿,1.99亿,2.82亿,3.96亿,4.29亿,3.25亿,2.14亿,1.71亿,,,,,,,,,,,,,,,,40.53,150.80,45.96,23.69,129.52,154.86,63.11,-23.85,-56.66,,,,,,,,,,,,,,,,9.38亿,8.35亿,8.66亿,9.91亿,12.1亿,13.1亿,12.5亿,10.7亿,11.1亿,,,,,,,,,,,,,,,,55.14,36.38,5.28,9.00,28.79,56.70,44.62,8.29,-8.28,
sz002010,,,,,,,,,,,,,,,1.36亿,9450万,8897万,1.00亿,4889万,2.31亿,9969万,1.72亿,1.33亿,,,,,,,,,,,,,,,,-41.49,-95.76,4.20,-69.88,-64.07,144.55,12.05,70.97,172.04,,,,,,,,,,,,,,,,16.3亿,41.7亿,22.6亿,35.6亿,62.4亿,72.2亿,50.1亿,61.5亿,65.2亿,,,,,,,,,,,,,,,,17.38,267.57,131.09,153.72,283.15,73.07,121.14,72.91,4.45,
sz002647,,,,,,,,,,,,,,,2134万,1.30亿,-1155万,1267万,610万,-2.23亿,462万,495万,2017万,,,,,,,,,,,,,,,,--,2031.41,--,--,-71.44,-272.12,--,-60.95,230.82,,,,,,,,,,,,,,,,2.48亿,2103万,2831万,1.94亿,3.98亿,3.33亿,2.39亿,3.94亿,3.64亿,,,,,,,,,,,,,,,,-62.08,-98.92,-98.35,-70.31,60.89,1481.10,744.37,102.88,-8.71,
sz002356,,,,,,,,,,,,,,,3685万,881万,1552万,6965万,2927万,2955万,2302万,-1.84亿,-8850万,,,,,,,,,,,,,,,,965.27,-80.21,-23.36,-5.03,-20.56,235.50,48.33,-364.35,-402.32,,,,,,,,,,,,,,,,5.31亿,6.00亿,7.81亿,5.76亿,5.30亿,5.22亿,6.27亿,5.22亿,4.40亿,,,,,,,,,,,,,,,,159.32,11.23,110.37,-7.71,-0.06,-12.96,-19.69,-9.45,-17.09,
sh603912,,,,,,,,,,,,,,,--,1731万,2184万,1299万,1815万,2928万,2379万,2675万,2843万,,,,,,,,,,,,,,,,--,--,87.16,--,--,69.17,8.90,105.88,56.66,,,,,,,,,,,,,,,,--,1.43亿,9484万,1.09亿,1.10亿,1.46亿,9843万,1.41亿,1.40亿,,,,,,,,,,,,,,,,--,--,31.40,--,--,1.78,3.79,28.91,27.43,
sh603990,,,,,,,,,,,,,,,1128万,2357万,-317万,1685万,1558万,2185万,-491万,1621万,12.0万,,,,,,,,,,,,,,,,--,--,--,38.72,38.15,-7.31,--,-3.75,-99.23,,,,,,,,,,,,,,,,5419万,9507万,3308万,7174万,6178万,1.02亿,3638万,6470万,5939万,,,,,,,,,,,,,,,,--,--,13.38,15.32,14.01,7.38,9.98,-9.82,-3.87,
sh601000,,,,,,,,,,,,,,,3.27亿,3.53亿,3.53亿,3.43亿,3.44亿,4.24亿,3.73亿,4.10亿,3.25亿,,,,,,,,,,,,,,,,25.52,-2.24,22.71,10.08,12.98,2.21,5.71,19.68,-5.48,,,,,,,,,,,,,,,,14.7亿,22.1亿,17.0亿,15.2亿,17.0亿,27.0亿,18.3亿,26.3亿,27.2亿,,,,,,,,,,,,,,,,74.53,-50.54,3.79,-13.47,-3.35,58.07,7.98,72.74,60.24,
sz002768,,,,,,,,,,,,,,,2982万,5070万,3388万,4313万,5713万,6892万,5536万,6875万,7783万,,,,,,,,,,,,,,,,170.63,109.30,45.67,58.94,91.60,35.93,63.38,59.41,36.22,,,,,,,,,,,,,,,,3.26亿,4.34亿,3.33亿,4.74亿,5.67亿,6.72亿,5.84亿,8.34亿,9.23亿,,,,,,,,,,,,,,,,156.08,99.24,54.91,54.24,74.10,54.76,75.37,75.96,62.63,
sz002415,,,,,,,,,,,,,,,22.4亿,25.7亿,14.8亿,18.1亿,28.6亿,32.6亿,18.2亿,23.3亿,32.5亿,,,,,,,,,,,,,,,,43.47,22.55,29.49,23.67,27.51,26.68,22.64,28.75,13.53,,,,,,,,,,,,,,,,85.9亿,108亿,70.4亿,94.0亿,113亿,142亿,93.6亿,115亿,129亿,,,,,,,,,,,,,,,,24.81,25.53,35.46,27.88,31.33,31.38,32.95,22.41,14.58,
sz300253,,,,,,,,,,,,,,,3551万,5966万,2696万,6217万,4450万,9542万,4045万,7828万,7386万,,,,,,,,,,,,,,,,14.09,-5.16,21.68,-84.51,25.31,59.94,50.04,25.92,65.96,,,,,,,,,,,,,,,,2.21亿,3.70亿,1.67亿,2.53亿,2.69亿,5.14亿,2.06亿,3.41亿,3.78亿,,,,,,,,,,,,,,,,27.96,17.00,24.46,10.48,21.77,38.99,22.93,34.87,40.56,
sz002348,,,,,,,,,,,,,,,1494万,476万,897万,2147万,1097万,1368万,2.26万,1860万,2149万,,,,,,,,,,,,,,,,-6.94,-50.81,-10.62,67.57,-26.56,187.42,-99.75,-13.34,95.89,,,,,,,,,,,,,,,,1.46亿,5328万,1.23亿,1.54亿,1.81亿,2.03亿,1.71亿,2.26亿,2.69亿,,,,,,,,,,,,,,,,49.13,-39.02,29.81,41.38,23.50,281.20,38.86,46.04,48.86,
sz002635,,,,,,,,,,,,,,,1.25亿,1.20亿,8975万,7727万,1.77亿,4763万,1.04亿,1.34亿,1.89亿,,,,,,,,,,,,,,,,10.63,-2.98,4.71,38.20,40.97,-60.33,15.60,72.90,6.75,,,,,,,,,,,,,,,,5.37亿,4.81亿,4.29亿,4.33亿,7.99亿,10.5亿,6.18亿,8.48亿,10.4亿,,,,,,,,,,,,,,,,-9.80,-26.36,-0.08,13.42,48.89,119.40,44.10,96.14,29.91,
sh600141,,,,,,,,,,,,,,,4402万,2345万,3157万,7807万,1.31亿,8002万,7180万,1.13亿,2.07亿,,,,,,,,,,,,,,,,-18.93,--,109.33,300.87,201.35,235.73,127.45,44.55,57.48,,,,,,,,,,,,,,,,40.0亿,39.2亿,38.5亿,40.6亿,40.0亿,38.5亿,40.9亿,53.0亿,49.1亿,,,,,,,,,,,,,,,,18.55,67.25,27.58,12.81,-0.04,-1.89,6.37,30.60,22.65,
sh603333,,,,,,,,,,,,,,,,-4704万,389万,651万,1213万,-565万,-745万,3413万,2504万,625万,,,,,,,,,,,,,,,,--,--,--,--,--,-291.34,424.15,106.45,--,,,,,,,,,,,,,,,,1.76亿,1.73亿,2.54亿,2.35亿,2.53亿,2.18亿,4.50亿,4.35亿,4.72亿,,,,,,,,,,,,,,,,7.90,29.62,95.84,96.55,43.64,26.24,77.07,85.51,86.71
